subject,id,task,num,severity,flags,question
fe,513,books,105,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which formula form is related to break-even (contribution approach)?"
fe,514,books,107,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","SFA (Sales Force Automation) is best described as:"
fe,515,books,108,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CRM systems focus on:"
fe,516,books,109,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","An information systems strategy should primarily align with:"
fe,517,books,110,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Outsourcing IT services means:"
fe,518,books,111,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A common risk of outsourcing is:"
fe,519,books,112,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Cloud computing is characterized by:"
fe,520,books,113,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which activity belongs to external design?"
fe,521,books,114,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A use case diagram in UML is used to:"
fe,522,books,115,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","DFD (Data Flow Diagram) is useful to show:"
fe,523,books,116,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Function point analysis estimates software size based mainly on:"
fe,524,books,117,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Unit testing focuses on:"
fe,525,books,118,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","System testing focuses on:"
fe,526,books,119,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","An appropriate environment to test a changed program without affecting live operations is:"
fe,527,books,120,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","When software is delivered from a vendor, a key check is:"
fe,528,books,122,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Agile development emphasizes:"
fe,529,books,123,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","On the critical path in PERT/CPM:"
fe,530,books,124,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Number of one-to-one communication paths among n people is:"
fe,531,books,125,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","For 6 people needing one-to-one communication, minimum paths are:"
fe,532,books,126,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","WBS (Work Breakdown Structure) is used to:"
fe,533,books,127,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Project risk management includes:"
fe,534,books,128,P0,"filler_phrase","A Gantt chart mainly shows:"
fe,535,books,129,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","An appropriate quality-related indicator in development is:"
fe,536,books,130,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Service level management is about:"
fe,537,books,132,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ITIL-style incident management aims to:"
fe,538,books,133,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A problem in ITSM typically means:"
fe,539,books,134,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Change management is intended to:"
fe,540,books,136,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","The purpose of a system audit includes:"
fe,541,books,137,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Internal control aims to:"
fe,542,books,138,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Segregation of duties helps to:"
fe,543,books,139,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","An audit trail is useful because it:"
fe,544,books,140,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CMMI maturity levels describe:"
fe,545,books,141,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A check digit for abcd is mod((a*4+b*3+c*2+d*1),10)=6 for 7b42. What is b?"
fe,546,books,142,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","What is 753₈ − A6₁₆ in decimal?"
fe,547,books,143,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Four cameras 30 fps, 640×480, 16-bit color, 60 seconds. Approx storage? (1MB=10⁶ B)"
fe,548,books,144,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","100 students: E40 F30 S25; EF8 ES6 FS5; none 22. How many study all three?"
fe,551,books,147,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","MIME is used in email to:"
fe,552,books,148,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","POP3 typically:"
fe,553,books,149,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ER diagrams model:"
fe,554,books,151,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Virtual memory allows:"
fe,555,books,152,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A deadlock occurs when:"
fe,556,books,154,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A foreign key references:"
fe,557,books,155,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","HTTPS is essentially:"
fe,558,books,156,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","An SLA typically defines:"
fe,559,books,157,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Cache memory is used to:"
fe,560,books,158,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Earned value management (EVM) is used to:"
fe,561,books,159,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A digital signature provides:"
fe,562,books,160,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Regression testing is performed to:"
fe,563,books,161,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","DMA (Direct Memory Access) allows:"
fe,564,books,162,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","An interrupt is used to:"
fe,565,books,163,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Instruction pipelining aims to:"
fe,566,books,164,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which storage is typically non-volatile?"
fe,567,books,165,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","SRAM is commonly used for cache because:"
fe,568,books,166,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","DRAM stores bits mainly using:"
fe,569,books,167,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A bus in computer architecture is:"
fe,570,books,168,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Hot swappable components allow:"
fe,571,books,169,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ECC memory is used to:"
fe,572,books,170,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which RAID level is classically described as striping without parity (no redundancy)?"
fe,573,books,171,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","RAID 1 primarily provides:"
fe,574,books,172,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which is an input device?"
fe,575,books,173,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A UPS is used to:"
fe,576,books,174,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A process is best described as:"
fe,577,books,175,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A thread is:"
fe,578,books,176,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A context switch means:"
fe,579,books,177,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A semaphore is used for:"
fe,580,books,178,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Paging in virtual memory maps:"
fe,581,books,180,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Real-time systems are characterized by:"
fe,582,books,181,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Batch processing is suitable when:"
fe,583,books,182,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A file system provides:"
fe,584,books,183,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Absolute pathnames start from:"
fe,585,books,184,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Firmware is typically:"
fe,586,books,186,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","API stands for:"
fe,587,books,187,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Middleware examples include:"
fe,588,books,188,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Licensed commercial software typically:"
fe,589,books,189,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Virtualization primarily allows:"
fe,590,books,190,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A candidate key is:"
fe,591,books,191,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_khop_dap_an_tail","1NF requires roughly that:"
fe,592,books,192,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A view in SQL is:"
fe,593,books,193,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","An index is used mainly to:"
fe,594,books,194,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A JOIN operation:"
fe,595,books,195,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","COMMIT in a transaction:"
fe,596,books,196,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ROLLBACK is used to:"
fe,597,books,197,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Deadlock in databases can occur when:"
fe,598,books,198,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A data warehouse is typically used for:"
fe,599,books,199,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ETL stands for:"
fe,600,books,200,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","In the OSI model, the physical layer deals with:"
